"To retrieve all your existing configuration (orders, products...) directly link the following Magento stores with your Lengow catalogue(s).","Pour récupérer toute votre configuration existante (commandes, produits...), reliez directement les boutiques Magento suivantes avec votre (vos) catalogue(s) Lengow."
"catalogues are available and not linked to a cms in Lengow.","catalogues sont disponibles et non liés à un cms à Lengow."
"Save and go to the dashboard","Sauvegardez et accédez au tableau de bord"
"Saving...","Enregistrement en cours..."
"Select a catalogue","Sélectionnez un catalogue"
"Ooops! Unable to link your catalogues in Lengow","Ooops ! Impossible de relier vos catalogues à Lengow"
"We were unable to link your catalogues to Lengow.","Nous n'avons pas été en mesure de relier vos catalogues à Lengow."
"You can try again or fill in the catalogues IDs directly in the plugin settings.","Vous pouvez réessayer ou remplir les ID des catalogues directement dans les paramètres du plugin."
"Dashboard","Tableau de bord"
"Hi! Welcome back!","Bonjour ! Bienvenue parmi nous !"
"Go to Lengow","Aller sur la plateforme Lengow"
"Products","Produits"
"Take a look at all available products so that you can prepare your catalogue","Consulter tous vos produits disponibles pour préparer votre catalogue"
"Orders","Commandes"
"Manage your orders directly on your Magento dashboard","Gérer vos commandes directement sur votre tableau de bord Magento."
"Settings","Paramètres"
"Configure your Magento plugin main settings","Configurer les principaux paramètres de votre plugin Magento"
"Need some help?","Besoin d'aide ?"
"Get in touch with Lengow.","Prenez contact avec les équipes Lengow."
"Visit our Help Center","Visitez notre Help Center"
"for detailed information on how to configure your Magento plugin properly","pour plus d'informations sur la configuration de votre plugin Magento"
"You have %1 order(s) with errors","Vous avez %1 commande(s) en erreur"
"You have %1 order(s) waiting to be sent","Vous avez %1 commande(s) en attente d'expédition "
"Last synchronisation : %1","Dernière synchronisation : %1"
"All good things come to an end","Toutes les bonnes choses ont une fin..."
"You've reached the end of your trial!","Vous avez atteint la fin de votre période d'essai !"
"Your free 15-day trial period on Lengow has now expired. We know that it is sad news, but the best is yet to come! We sincerely hope Lengow has helped you improve your business.","Vos 15 jours d'essai gratuit sur la plateforme Lengow sont maintenant terminés. Nous espérons qu'ils ont été bénéfiques à votre activité e-commerce."
"Your account will be suspended until you purchase a new subscription. All existing distributions and importations will also be suspended.","Votre compte va être désactivé jusqu'à ce que vous souscriviez à un abonnement sur la plateforme Lengow. Toutes les diffusions en cours ainsi que les importations vont être momentanément stoppées."
"Don't forget that trial accounts are deleted 30 days after the end of the trial period. Make sure to subscribe so you do not lose the work you've done building channels.","Votre compte d'essai sera supprimé 30 jours après expiration. Pour conserver l'intégralité des paramètres que vous avez défini, pensez à souscrire dès maintenant !"
"It's ok, I'm ready to subscribe!","Je suis prêt à souscrire !"
"Refresh my account","Actualiser mon compte"
"Products","Produits"
"products exported","produits exportés "
"products available","produits disponibles"
"Include specific products","Inclure une sélection de produits"
"Use this option to select products one by one","Utilisez cette option pour sélectionner vos produits individuellement"
"Download","Télécharger"
"ID","ID"
"Image","Image"
"Name","Nom"
"Type","Type"
"Attribut set name","Catégorie"
"SKU","SKU"
"Price","Prix"
"Quantity","Quantité"
"Visibility","Visibilité"
"Status","Statut "
"Websites","Site web"
"Include in export?","Inclure dans l'export ?"
"Publish in Lengow","Inclure dans l'export"
"Unpublish in Lengow","Ne pas inclure dans l'export"
"Something went wrong while updating the lengow product(s) attribute.","Nous avons rencontré une erreur lors de la mise à jour de vos attributs produits"
"Orders","Commandes"
"Synchronize Orders","Synchroniser les commandes"
"You are in Debug Mode. You can import orders, but no interaction with Lengow is possible.","Vous êtes en Debug Mode. Vous pouvez importer vos commandes mais les interactions avec Lengow ne sont pas possibles."
"Change this","Désactiver le Debug Mode ?"
"Lengow informations","Informations sur Lengow"
"Delivery Address ID","ID d'adresse de livraison"
"Currency","Devise"
"Commission","Commission"
"Customer email","Email client"
"Carrier from marketplace","Transporteur de la marketplace"
"Shipping method from marketplace","Mode d'expédition de la marketplace"
"Tracking number","Numéro de tracking"
"ID relay","ID du point relais"
"Express delivery","Livraison Express"
"Shipped by Marketplace","Expédié par la marketplace"
"Business","Business"
"Message","Message"
"Imported at","Importée à "
"JSON format","Format JSON"
"This order is not from Lengow","Cette commandes ne provient pas de Lengow"
"Due to a reimportation, this order is not tracked by Lengow","A cause d'une ré-importation, cette commande n'est plus suivi par Lengow"
"Synchronize ID","Synchronisez l'ID"
"Do you really want to synchronize the order?","Vous voulez vous vraiment réimporter la commande ?"
"Re-import order","Réimporter la commande"
"Do you really want to re-import the order?","Vous voulez vous vraiment réimporter la commande ?"
"Resend Action","Renvoyer l'action"
"Do you really want to %1 the order?","Vous voulez vous vraiment %1 la commande ?"
"No synchronisation for now","Aucune synchronisation pour le moment"
"All order issue reports will be sent by mail to","Les rapports d'erreurs de vos commandes seront envoyés par email à"
"No order issue reports will be sent by mail","Les rapport d'erreurs de vos commandes ne seront pas envoyés par email "
"Change this?","Vous voulez modifier cela ?"
"The synchronisation of the orders was blocked by a timeout. Please reload the page.","La synchronisation des commandes a été bloquée par un timeout. Merci de recharger la page."
"Actions","Actions"
"Success","Succès"
"Error","Erreur"
"Status","Statut"
"Accepted","Accepté"
"Awaiting shipment","En attente d'expédition"
"Shipped","Expédié"
"Refunded","Remboursé"
"Closed","Fermé"
"Canceled","Annulé"
"Types","Types"
"Marketplace","Marketplace"
"Store","Boutique "
"Order ID","N° de commande"
"Magento reference","Référence Magento"
"Magento status","Statut Magento"
"Date","Date"
"Customer Name","Nom du client"
"Country","Pays"
"Amount","Montant"
"not imported","pas importée"
"not sent","pas envoyée"
"Order hasn't been imported into Magento","Votre commande n'a pas été importée dans Magento"
"action %1 sent","Action %1  envoyée"
"Action sent to the marketplace didn't work","L'action envoyée à la marketplace ne fonctionne pas "
"Unidentified error, please contact Lengow's support team for more information","Erreur non identifiée, merci de contacter le support Lengow pour plus d'informations"
"Action sent, waiting for response","Action envoyée, en attente d'une réponse."
"%1 product(s)","%1 produit(s)"
"Re-import selected orders","Réimporter les commandes sélectionnées"
"Re-import all selected orders","Réimporter toutes les commandes sélectionnées"
"Do you want to re-import all selected orders?","Voulez-vous réimporter toutes les commandes sélectionnées ?"
"A total of %1 order(s) in %2 selected have been imported.","%1 commande(s) sur %2 ont été importée(s)"
"Re-send selected orders","Renvoyer les commandes sélectionnées"
"Re-send all selected orders","Renvoyer toutes les commandes sélectionnées"
"Do you want to re-send all selected orders?","Voulez-vous renvoyer toutes les commandes sélectionnées ?"
"A total of %1 order(s) in %2 selected have been sent.","%1 commande(s) sur %2 ont été envoyée(s)"
"Get a little help from your support team!","Demandez de l'aide à notre équipe Support !"
"Ask us anything about Lengow or share your feedback with","Des questions, un feedback sur Lengow... transmettez vos demandes au"
"Lengow Support.","support Lengow."
"https://supportlengow.zendesk.com/hc/en-us/requests/new","https://supportlengow.zendesk.com/hc/fr/requests/new"
"Need some help?","Besoin d'aide ?"
"We’ll do our best to get back to you during regular business hours (Monday to Friday – 9am to 6pm GMT+1).","Nous ferons notre maximum pour revenir vers vous au plus vite (Notre équipe Support est disponible du lundi au vendredi, de 9h à 18h)."
"You can also find answers in our","Vous pouvez aussi consulter"
"Magento 2 dedicated guide","notre guide dédié à Magento 2"
"https://support.lengow.com/kb/guide/en/magento-2-zIKNDzKdKk/Steps/25861","https://support.lengow.com/kb/guide/fr/magento-2-zIKNDzKdKk/Steps/25861"
"Logs","Logs"
"ID","ID"
"Date","Date"
"Message","Message"
"Category","Catégorie"
"Simplified limited liability company","Société par actions simplifiés"
"Social capital:","Capital social :"
"CNIL declaration:","Déclaration CNIL :"
"Company Registration Number (Nantes):","RCS de Nantes :"
"VAT identification number:","Numéro de TVA intracommunautaire :"
"Address","Adresse"
"Contact","Contact"
"Hosting","Hébergement"
"Lengow Toolbox","Lengow Toolbox"
"Global information","Information générales"
"Plugin information","Informations sur le plugin"
"Magento version","Version Magento"
"Plugin version","Version du plugin"
"Server IP","IP Serveur"
"Authorisation by IP enabled","Autorisation par IP activée"
"Authorised IP","IP autorisée(s)"
"Export in a file enabled","Sauvegarde dans un fichier activée"
"Magento cron job enabled for export","Le cron Magento est activé pour l'export"
"Debug Mode disabled","Debug Mode désactivé"
"Read and write permission from media folder","Droit d'écriture sur le dossier média"
"Import information","Information sur la synchronisation"
"Import token","Token d'import"
"Import URL","URL d'import"
"Magento cron job enabled for import","Le cron Magento est activé pour l'import"
"Orders imported by Lengow","Commandes importées par Lengow"
"Orders waiting to be sent","Commandes en attente d'expédition"
"Orders with errors","Commandes en erreurs"
"Import in progress","Synchronisation en cours"
"No import in progress","Pas de synchronisation en cours"
"wait %1 seconds before the next import","Attendez %1 secondes avant d'importer de nouveau vos commandes"
"Last import","Dernière synchronisation"
"Last import type","Mode de la dernière synchronisation"
"none","aucun"
"cron","cron"
"manual","Manuel"
"Store information","Informations sur les boutiques"
"Export information","Informations sur l'export"
"Store followed by Lengow","Boutique synchronisée avec Lengow"
"Lengow catalogs id synchronized","Catalogue ids Lengow synchronisés"
"Export token","Token d'export"
"Last export","Dernier export "
"Products available in the store","Produits disponibles dans votre boutique"
"Products exported in the store","Produits exportés dans votre boutique"
"Export URL for this store","URL d'export pour cette boutique"
"Content folder media","Contenu du dossier média"
"Folder path","Chemin d'accès"
"File list","Liste des fichiers"
"No file exported","Ficher non exporté"
"Magento cron schedule","Planification du Cron Magento"
"Lengow export cron jobs","Cron d'export Lengow"
"Lengow import cron jobs","Cron d'import Lengow"
"Status","Statut "
"Message","Message"
"Scheduled at","Programmé pour "
"Executed at","Exécuté pour"
"Finished at","Réalisé pour "
"Any scheduled cron job for now","Il n'y a pas de tâche planifiée pour le moment"
"see message","Voir le message"
"File Checksum integrity","Intégrité des données"
"checkmd5.csv file is not available. Checking is impossible!","Le fichier checkmd5.csv n'est pas valide. Enregistrement impossible ! "
"Summary","Sommaire"
"%1 files checked","%1 fichier(s) vérifié(s)"
"%1 files changed","%1 fichier(s) modifié(s)"
"%1 files deleted","%1 fichier(s) supprimé(s)"
"List of changed files","Liste des fichiers modifiés"
"List of deleted files","Liste des fichiers supprimés"
"Lengow actions","Actions Lengow"
"Lengow actions","Actions Lengow"
"ID","ID"
"Order ID","Commande ID"
"Action ID","Action ID"
"Order line ID","ID du numéro de la ligne de commande"
"Action type","Action type"
"ship","Expédié"
"cancel","Annulé"
"Retry","Réessayez "
"Settings","Paramètres"
"Status","Statut"
"processing","traitement"
"complete","complèté"
"Created at","Créé à "
"Updated at","Mis à jour à "
"Global settings","Paramètres principaux"
"Identification settings","Paramètres d'identification"
"To change store credentials, please select a store","Pour modifier les informations d'identification de la boutique, sélectionnez une boutique"
"Account ID","ID du compte"
"Your Lengow Account ID","ID de votre compte Lengow"
"Access token","Access Token"
"Your Lengow Access Token","Votre access Token Lengow"
"Secret token","Secret Token"
"Your Lengow Secret Token","Votre Secret Token Lengow"
"Enable store","Activer la boutique"
"Enable store to work with Lengow","Activer la boutique pour la connecter à la plateforme Lengow"
"Catalogues ID","Catalogues ID"
"Your catalogues ID to import orders. Separate them by ' ; '","Vos ID catalogues pour importer les commandes.
Séparez-les par des ' ; '"
"All advanced settings","Paramètres principaux avancés"
"Enable authorisation by IP","Activer l'autorisation par IP"
"Enable this option if you want your export to be secured by IP. By default, your export is secured by a unique key.","Activez cette option si vous voulez sécuriser votre export par ip. Par défaut, votre export est sécurisé par une clé unique."
"IP authorised","IP autorisée(s)"
"Authorised access by IP, separated by ;","IP autorisée(s) séparée(s) par ;"
"Enable Lengow tracking","Activer le tracker Lengow"
"This tracker allows you to retrieve order statistics generated on your site directly in Lengow.","Ce tracker vous permet de récupérer les statistiques de commandes de votre site directement sur la plateforme Lengow."
"Tracker Product ID","Tracker ID produit"
"The name of the unique identifier entered in the Lengow","Le nom de l'identifiant unique indiqué dans Lengow"
"Export settings","Paramètres d'export"
"Simple export settings","Paramètres d'export"
"Export selected products only","Exportez seulement les produits sélectionnés"
"Product type to export","Type de produits à exporter"
"Export disabled products","Exporter les produits désactivés"
"Advanced export settings","Paramètres avancés d'export"
"Select attributes to export","Sélectionnez les attributs à exporter"
"Country shipping","Pays d'expédition"
"Default country for shipping cost","Pays à appliquer par défaut pour les frais d'expédition"
"Shipping method","Mode d'expédition"
"Default shipping method to calculate shipping cost","Mode d'expédition à appliquer par défaut pour calculer les frais d'expédition"
"Shipping cost","Frais d'expédition"
"Default shipping cost if matching found","Frais d'expédition à appliquer par défaut si il y a une correspondance de trouvée"
"Merge images with parent products if available","Fusionnez les images avec les produits parents"
"Select attributes to export from parent for the child product","Sélectionnez les attributs à exporter depuis les produits parents pour les produits enfants"
"Select attributes from parent product that should be assigned to child product","Sélectionnez les attributs des produits parent qui devrait être assignés aux produits enfant"
"Save feed on file","Sauvegardez les flux dans un fichier"
"Save the feed on a file","Sauvegardez les flux dans un fichier"
"Enable Magento cron","Autorisez le process Cron de Magento"
"Enable the scheduled task to export your feed every 4 hours","Si votre Cron est en place sur Magento, le fichier s'exportera automatiquement toutes les 4 heures"
"Import settings","Paramètres d'import"
"Simple import settings","Paramètres d'import"
"Synchronize all orders updated since","Synchroniser toutes les commandes mises à jour depuis"
"Choose a number of days (Max 10 days)","Choisissez le nombre de jours (Max 10 jours)"
"Customer group","Groupe client"
"Choose a customer group for Lengow customer","Attribuez un groupe client aux clients Lengow"
"Shipping method","Mode d'expédition"
"Choose a shipping method for imported orders","Choisissez un mode d'expédition pour les commandes importées"
"Convert the currency of your order","Convertir la devise de votre commande"
"All orders imported into Magento will be automatically converted into the currency you've selected in Lengow","Toutes les commandes importées dans Magento seront automatiquement converties dans la devise sélectionnée dans Lengow"
"Advanced import settings","Paramètres avancés d'import"
"I would like to be notified when there are issues regarding order importation","Je veux être notifié en cas de problème lors de l'importation de mes commandes"
"Mail for the report email","Email à utiliser pour l'envoi des emails de rapport"
"Email separated by ;","Email séparé par ;"
"Import orders shipped by marketplaces","Importez les commandes expédiées par les marketplaces"
"I want to decrease my stock","Je veux diminuer mon stock"
"Use this option to take marketplaces orders into account for your Magento backoffice","Activez cette option pour prendre en compte les commandes des marketplaces sur les stocks de votre backoffice Magento."
"Activate Debug Mode","Activer le Debug Mode"
"Use Debug Mode for testing and to simulate fictitious orders. Please note that you have to activate this setting on your pre-production server ONLY","Utilisez le Debug Mode pour tester et simuler des commandes fictives. Pour rappel, vous devez activer ce paramètre UNIQUEMENT sur votre serveur de préproduction"
"Enable Magento cron","Autorisez le process Cron de Magento"
"Enable the scheduled task to import your orders every 30 minutes","Si votre Cron est en place sur Magento, les commandes seront importées automatiquement toutes les 30 minutes"
"Enable import of B2B orders without tax","Activer l'import des commandes B2B sans taxes"
"Activate this option to import B2B orders without tax","Activer cette option pour importer les commandes B2B sans taxes"
"connection didn't work with Lengow's webservice in store %1 (%2)","la connexion ne se fait pas avec Lengow pour la boutique %1 (%2)"
"Lengow webservice : %1 - "%2" in store %3 (%4)","l'API Lengow : %1 - "%2" pour la boutique %3 (%4)"
"Lengow error: %1 does not feature in the marketplace list","Erreur Lengow : la marketplace %1 n’apparaît pas dans la liste des marketplaces"
"product id %1 can not be added to the quote because it is disabled","le produit id %1 ne peut pas être ajouté au quote car il est désactivé"
"product id %1 can not be added to the quote because the stock is insufficient","le produit id %1 ne peut pas être ajouté au quote car le stock est insuffisant"
"quote does not contain any valid products","la quote ne contient aucun produit valide"
"unable to create order based on given quote","impossible de créer une commande en fonction de la quote fournie"
"product %1 could not be found","le produit %1 ne peut être trouvé"
"product %1 is a parent ID. Product variation is needed","le produit %1 est un ID parent. Les déclinaisons du produit sont nécessaires"
"order line is required but not found in the order","numéro de la ligne de commande requis, non trouvé dans la commande"
"action %1 is not valid","l'action %1 n'est pas valide"
"the marketplace action %1 is not present","l'action %1 n'est pas présente pour cette marketplace"
"store ID is required","l'ID de la boutique est requis"
"marketplace order reference is required","la référence commande marketplace est requise"
"marketplace name is required","le nom de la marketplace est requis"
"can't send action: %1 is required","envoi d'action impossible : %1  est requis"
"can't create action: %1","création d'action impossible : %1"
"can't create action because Lengow API is unavailable. Please retry","création d'action impossible car l'API Lengow n'est pas disponible. Réessayez de nouveau"
"order could not be saved","la commande ne peut être sauvegardée"
"order action is too old. Please retry","l'action est trop ancienne. Réessayez de nouveau"
"%1 order(s) imported","%1 commande(s) importée(s)"
"%1 order(s) updated","%1 commande(s) mise(s) à jour"
"%1 order(s) with errors","%1 commande(s) avec erreurs"
"No new notification on order","Pas de nouvelle notification sur vos commandes"
"%1 order(s) imported","%1 commande(s) importée(s)"
"%1 order(s) updated","%1 commande(s) mise(s) à jour"
"%1 order(s) with errors","%1 commande(s) avec erreurs"
"Account ID, token access or secret token are not valid","Votre identifiant de compte, votre jeton d'accès ou votre jeton secret ne sont pas valides"
"No catalog ID valid for the store %1 (%2)","Aucun identifiant de catalogue valide pour la boutique %1 (%2)"
"Import has already started. Please wait %1 seconds before re-importing orders","L'import a déjà commencé. Attender %1 secondes avant d'importer de nouveau vos commandes"
"ID account, access token or secret is empty in store %1 (%2)","ID du compte, access token ou secret token sont vident dans votre boutique %1 (%2)"
"account ID %1 is already used by store %2 (%3)","l'ID du compte %1 est déjà utilisé par la boutique %2 (%3)"
"Lengow error: order cannot be found in Lengow feed","Erreur Lengow : la commande ne peut être trouvée dans le flux Lengow"
"Lengow error: no product in the order","Erreur Lengow : aucun produit dans cette commande"
"Lengow error: no exchange rates available for order prices","Erreur Lengow : pas de taux de change valide à appliquer sur les prix"
"Lengow error: no currency in the order","Erreur Lengow : pas de devise dans cette commande"
"Lengow error: delivery address doesn't contain the country","Erreur Lengow : l'adresse de livraison ne contient pas de pays"
"Lengow error: no billing address in the order","Erreur Lengow : pas d'adresse de facturation dans cette commande"
"Lengow error: billing address doesn't contain the country","Erreur Lengow : l'adresse de facturation ne contient pas de pays"
"Lengow imports errors","Erreur de l'import Lengow"
"Order %1","commande %1"
"no error message, contact support via https://supportlengow.zendesk.com/hc/en-us/requests/new","Pas de message d'erreur, contacter le support via https://supportlengow.zendesk.com/hc/fr/requests/new"
"Draft","Incomplet"
"Active","Actif"
"Catalogue %1","Catalogue %{catalog_id}"
"%1 - %2 - %3 products - %4","%{catalog_id} - %{catalog_name} - %{nb_products} produits - %{catalog_status}"
